2024 Halloween Harvest Sell Through by Brand,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,_sheet,Halloween Harvest Sell Through by Segment - 2024 MSS Items,Halloween Harvest Performance by Item - 2024 MSS Items,Unnamed: 0,2024 Halloween Harvest Sell Thru by Item,2024 Halloween Harvest Sell Thru by Vendor,Encore Halloween Harvest 2024 Items,All ,635222,868061,498786,260202,0,2262271,2231407.78,3155883.59,1758064.54,1009134.18,0.1,8154490.09,1059357.44,1501089.85,834455.98,491695.28,0.2,3886598.55,Unnamed: 26,Unnamed: 27,Unnamed: 28,Encore Hollaween Harvest 2024 (Actual Sales from Ahold),Unnamed: 21,Unnamed: 22,Unnamed: 23,2024 Halloween Harvest Sales,Unnamed: 24
Sales as of 09/22/2024,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand ,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,% Order Shipped,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,884513.51,709971.1200000001,0.19733151390757153,631288,181682,0.28779574457299995,3.90776807829064,2680810.044961132,1049265.52,0.6086013173621883,635222,0.9938068895598704,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,370868.2100000001,368901.91000000015,0.005301883383318051,489427,91112,0.18616055101169326,4.048883901132673,1738624.1708965334,817305.5700000001,0.5299124539499811,498786,0.9812364420813736,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,1118267.059999999,990564.1799999992,0.11419712210784405,861113,230861,0.2680960570796167,4.290738496324625,3497749.865735881,1476406.7900000005,0.5778981211712851,868061,0.9919959542013752,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,2373648.7799999993,2069437.2099999995,0.12816199791782168,1981828,503655,0.25413658501141373,4.108838808311244,7917184.081593547,3342977.880000001,0.5777567067346581,2002069,0.9898899588375826,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,283840.2999999994,283840.2999999994,0,251204,71434,0.284366490979443,3.9734622168715092,952284.5591903927,473302.54000000015,0.5029820283945489,260202,0.9654191743337869,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,283840.2999999994,283840.2999999994,0,251204,71434,0.284366490979443,3.9734622168715092,952284.5591903927,473302.54000000015,0.5029820283945489,260202,0.9654191743337869,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,2657489.0799999987,2353277.509999999,0.11447330951967638,2233032,575089,0.25753728562779216,4.092023165110094,8869468.64078394,3816280.420000001,0.5697284048728883,2262271,0.9870753769110774,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Halloween,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand ,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,% Order Shipped,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,438213.5700000001,357791.8600000002,0.18352172435006953,270724,85778,0.31684667779731385,4.171137820886477,1285677.228391598,508501.1399999998,0.6044877137350075,276454,0.9792732244785751,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,187302.44000000003,185347.01000000004,0.010439960098757917,230616,46758,0.20275262774482256,3.9639635998117977,868347.9691524182,417709.3600000001,0.518960860347586,239262,0.9638638814354139,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,616202.5899999993,546499.8199999995,0.11311664561487789,389173,124090,0.3188556246193852,4.4040601176565355,1794946.9200049425,765488.6900000004,0.5735312941744859,398507,0.9765775758016798,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,1241718.5999999994,1089638.6899999997,0.12247534183670905,890513,256626,0.2881777132955948,4.246018291209775,3948972.1175489584,1691699.1900000004,0.5716102470103026,914223,0.9740654085491177,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,162670.65999999974,162670.65999999974,0,139582,44492,0.3187517015087905,3.6561777398183883,488007.6750189354,243974.42000000007,0.5000602808336293,147412,0.9468835644316609,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,162670.65999999974,162670.65999999974,0,139582,44492,0.3187517015087905,3.6561777398183883,488007.6750189354,243974.42000000007,0.5000602808336293,147412,0.9468835644316609,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,1404389.259999999,1252309.3499999994,0.10828900101386407,1030095,301118,0.2923206112057626,4.15886579347631,4436979.792567894,1935673.6100000006,0.5637407199279281,1061635,0.9702911075840567,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 Harvest,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand ,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,% Order Shipped,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,446299.93999999994,352179.25999999995,0.2108910881771573,360564,95904,0.2659832928412154,3.6722061644978305,1395132.8165695341,540764.3800000001,0.6123921869104366,358768,1.0050060206038443,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,183565.77000000008,183554.90000000008,5.9215833104420135e-05,258811,44354,0.17137602343022515,4.1384069080579,870276.2017441151,399596.21,0.5408397825895138,259524,0.9972526625668532,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,502064.4699999997,444064.35999999975,0.1155232315084952,471940,106771,0.22623850489469,4.159035318579012,1702802.9457309388,710918.1000000001,0.5825012507863415,469554,1.0050814176857188,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,1131930.1799999997,979798.5199999998,0.1344002153913768,1091315,247029,0.2263590255792324,3.9663299450671774,3968211.9640445877,1651278.6900000002,0.5838733653942871,1087846,1.003188870483506,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,121169.63999999965,121169.63999999965,0,111622,26942,0.24136818906667146,4.497425580877428,464276.88417145726,229328.1200000001,0.506053116537869,112790,0.989644472027662,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,121169.63999999965,121169.63999999965,0,111622,26942,0.24136818906667146,4.497425580877428,464276.88417145726,229328.1200000001,0.506053116537869,112790,0.989644472027662,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,1253099.8199999994,1100968.1599999995,0.12140426291019657,1202937,273971,0.22775174427255956,4.01855729256016,4432488.848216045,1880606.8100000003,0.5757221564681673,1200636,1.0019164842633403,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Halloween Harvest vs LY,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sell Through,,Net Sales $,,,,Units Sold,,,,Units Ordered,,,,Avg Price,,Avg Discount,,GP %,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,TY,LY,TY,LY,B/(W) $,B/(W) %,TY,LY,B/(W),B/(W) %,TY,LY,B/(W),B/(W) %,TY,LY,TY,LY,TY,LY,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,0.28779574457299995,0.2555864102409313,709971.1200000001,614933.79,95037.33000000007,0.15454888240895026,181682,160885,20797,0.12926624607639003,635222,633528,1694,0.0026739149650845118,3.90776807829064,3.8221946732137866,0.19733151390757153,0.18820414948383912,0.6086013173621883,0.5672375774498712,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,0.18616055101169326,0.1509356472452225,368901.91000000015,345454.28000000026,23447.62999999989,0.06787477057745495,91112,77545,13567,0.17495647688438964,498786,517106,-18320,-0.03542793933932309,4.048883901132673,4.454887871558453,0.005301883383318051,0.0021136902672637126,0.5299124539499811,0.5374426678080179,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,0.2680960570796167,0.16560548427603863,990564.1799999992,941729.8299999991,48834.35000000009,0.051856008426535816,230861,217076,13785,0.06350310490335187,868061,1313291,-445230,-0.339018541968231,4.290738496324625,4.3382494149514415,0.11419712210784405,0.0007841426187811251,0.5778981211712851,0.5270801583622284,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,0.25413658501141373,0.18561489267892348,2069437.2099999995,1902117.8999999994,167319.31000000006,0.08796474182804337,503655,455506,48149,0.10570442540822733,2002069,2463925,-461856,-0.18744726401980583,4.108838808311244,4.175835005466447,0.12816199791782168,0.07039309583573916,0.5777567067346581,0.5403699328199416,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,0.284366490979443,0.2616313261966871,283840.2999999994,294614.10999999935,-10773.80999999994,-0.036569226097147745,71434,72514,-1080,-0.014893675704002018,260202,286916,-26714,-0.09310739031632953,3.9734622168715092,4.062858344595518,0,0,0.5029820283945489,0.513131558954435,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,0.284366490979443,0.2616313261966871,283840.2999999994,294614.10999999935,-10773.80999999994,-0.036569226097147745,71434,72514,-1080,-0.014893675704002018,260202,286916,-26714,-0.09310739031632953,3.9734622168715092,4.062858344595518,0,0,0.5029820283945489,0.513131558954435,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,0.25753728562779216,0.1933290104455955,2353277.509999999,2196732.009999999,156545.5,0.0712629029337084,575089,528020,47069,0.089142456725124,2262271,2750841,-488570,-0.17760750257830238,4.092023165110094,4.160319703799097,0.11447330951967638,0.06153326534564785,0.5697284048728883,0.5373924371866015,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Halloween vs LY,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sell Through,,Net Sales $,,,,Units Sold,,,,Units Ordered,,,,Avg Price,,Avg Discount,,GP %,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,TY,LY,TY,LY,B/(W) $,B/(W) %,TY,LY,B/(W),B/(W) %,TY,LY,B/(W),B/(W) %,TY,LY,TY,LY,TY,LY,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,0.31684667779731385,0.2621021735896014,357791.8600000002,301184.8900000001,56606.97000000015,0.18794757598895528,85778,77512,8266,0.10664155227577665,276454,298962,-22508,-0.07528716024110083,4.171137820886477,3.8856549953555586,0.18352172435006953,0.1845882424287707,0.6044877137350075,0.5561826268700388,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,0.20275262774482256,0.16052033994694792,185347.01000000004,174763.80000000016,10583.209999999875,0.06055722066011304,46758,40363,6395,0.1584371825681936,239262,253543,-14281,-0.05632575145044427,3.9639635998117977,4.3298020464286635,0.010439960098757917,0.002036484264000493,0.518960860347586,0.5265356381076188,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,0.3188556246193852,0.18006925680921768,546499.8199999995,492664.6699999997,53835.14999999979,0.10927341309048977,124090,115961,8129,0.07010115469856237,398507,648773,-250266,-0.38575279797402173,4.4040601176565355,4.248537611783269,0.11311664561487789,0.00037021621694333096,0.5735312941744859,0.5140292262056078,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,0.2881777132955948,0.19630898542013142,1089638.6899999997,968613.3599999999,121025.32999999984,0.12494699639492879,256626,233836,22790,0.09746146872166817,914223,1201278,-287055,-0.23895800971964853,4.246018291209775,4.142276467267657,0.12247534183670905,0.06624642487017851,0.5716102470103026,0.5281875518232224,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,0.3187517015087905,0.29509122374750674,162670.65999999974,152738.2899999997,9932.370000000054,0.06502868403201378,44492,40241,4251,0.10563852786958572,147412,140756,6656,0.04728750461792042,3.6561777398183883,3.795588827315417,0,0,0.5000602808336293,0.5114359164773647,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,0.3187517015087905,0.29509122374750674,162670.65999999974,152738.2899999997,9932.370000000054,0.06502868403201378,44492,40241,4251,0.10563852786958572,147412,140756,6656,0.04728750461792042,3.6561777398183883,3.795588827315417,0,0,0.5000602808336293,0.5114359164773647,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,0.2923206112057626,0.20645619574985444,1252309.3499999994,1121351.6499999994,130957.69999999995,0.11678557747696727,301118,274077,27041,0.09866205482400936,1061635,1342034,-280399,-0.20893583918142167,4.15886579347631,4.091374504245155,0.10828900101386407,0.05774410565753951,0.5637407199279281,0.5265719240449567,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Harvest vs LY,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sell Through,,Net Sales $,,,,Units Sold,,,,Units Ordered,,,,Avg Price,,Avg Discount,,GP %,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,TY,LY,TY,LY,B/(W) $,B/(W) %,TY,LY,B/(W),B/(W) %,TY,LY,B/(W),B/(W) %,TY,LY,TY,LY,TY,LY,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,0.2659832928412154,0.24981272959351836,352179.25999999995,313748.9,38430.35999999993,0.12248763262596274,95904,83373,12531,0.1503004569824764,358768,334566,24202,0.07233849225563871,3.6722061644978305,3.763195518932988,0.2108910881771573,0.1916452176004656,0.6123921869104366,0.578483329433924,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,0.17137602343022515,0.14174777268204536,183554.90000000008,170690.48000000007,12864.420000000013,0.0753669448934704,44354,37182,7172,0.19288903232747034,259524,263563,-4039,-0.015324609296449077,4.1384069080579,4.59067505782368,5.9215833104420135e-05,0.0021927263216826587,0.5408397825895138,0.5485293611609251,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,0.22623850489469,0.15163716853973025,444064.35999999975,449065.15999999945,-5000.799999999697,-0.01113602311076567,106771,101115,5656,0.05593631014191769,469554,664518,-194964,-0.2933916011304434,4.159035318579012,4.441132967413336,0.1155232315084952,0.0012378627696664202,0.5825012507863415,0.5408882721477973,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,0.2263590255792324,0.17552806097198853,979798.5199999998,933504.5399999996,46293.980000000214,0.049591595987310555,247029,221670,25359,0.11439978346190283,1087846,1262647,-174801,-0.13844011825949776,3.9663299450671774,4.211235349844361,0.1344002153913768,0.07465696704381242,0.5838733653942871,0.5530113781503087,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,0.24136818906667146,0.2292230437592778,121169.63999999965,141875.81999999966,-20706.180000000008,-0.1459457996436606,26942,32273,-5331,-0.1651845195674403,112790,146160,-33370,-0.2283114395183361,4.497425580877428,4.39611501874631,0,0,0.506053116537869,0.514479654292697,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,0.24136818906667146,0.2292230437592778,121169.63999999965,141875.81999999966,-20706.180000000008,-0.1459457996436606,26942,32273,-5331,-0.1651845195674403,112790,146160,-33370,-0.2283114395183361,4.497425580877428,4.39611501874631,0,0,0.506053116537869,0.514479654292697,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,0.22775174427255956,0.18091386282226282,1100968.1599999995,1075380.3599999992,25587.80000000028,0.023794185714903993,273971,253943,20028,0.07886809244594262,1200636,1408807,-208171,-0.1477640301332972,4.01855729256016,4.234731258589523,0.12140426291019657,0.06545208559899107,0.5757221564681673,0.5482996354120473,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST Trend - Total HH,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,2024-09-15 00:00:00,2024-09-22 00:00:00,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,0.23236621003408903,0.28779574457299995,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,0.14364552834232686,0.18616055101169326,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,0.2127862429204994,0.2680960570796167,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,0.20194840319139704,0.25413658501141373,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,0.20832651693194107,0.284366490979443,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,0.20832651693194107,0.284366490979443,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,0.20266442816834784,0.25753728562779216,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST Trend - Halloween,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,2024-09-15 00:00:00,2024-09-22 00:00:00,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,0.2559026905630827,0.31684667779731385,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,0.15334582162555938,0.20275262774482256,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,0.25128413327748844,0.3188556246193852,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,0.22732514853797756,0.2881777132955948,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,0.23364479258827675,0.3187517015087905,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,0.23364479258827675,0.3187517015087905,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,0.22817851925527616,0.2923206112057626,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST Trend - Harvest,,,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,2024-09-15 00:00:00,2024-09-22 00:00:00,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Company,0.2146942013068415,0.2659832928412154,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Foods,0.135001989869055,0.17137602343022515,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop & Shop,0.18103996270712377,0.22623850489469,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Ahold,0.1812409799187219,0.2263590255792324,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannaford,0.17678632233552571,0.24136818906667146,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Delhaize,0.17678632233552571,0.24136818906667146,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ADUSA,0.18082770740693632,0.22775174427255956,,,,,,,,,,,,,,,,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,Segment,All Brands - Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,Retail Buy - Order,Spend - Order,GP % - Order,% Order Shipped,,,,,,Segment,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13494.14,11843.34,0.1223345838,16500,1867,0.1131515152,6.343513658,100378.1149,46251.6,0.539226254,16666,88649.34,46576.38,0.4745998109,0.9900396016,,,,,,Segment,Costumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1128654,1014624.05,0.1010318043,526614,206295,0.3917385409,4.918316246,2929915.319,1300442.76,0.5561500527,538445,2644569.55,1332846.55,0.4960062404,0.978027468,,,,,,Segment,Décor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,812704.36,728988.87,0.1030085405,422060,155336,0.3680424584,4.692980829,2247828.482,962525.1,0.5717978005,422170,1966701.9,963276.94,0.5102069409,0.9997394415,,,,,,Segment,Housewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255029.41,223802.39,0.12244478,300763,67390,0.2240634653,3.321002968,1136791.946,499824.31,0.5603203281,310554,1020999.66,519421,0.4912623183,0.9684724718,,,,,,Segment,Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,257365.67,205538.56,0.2013753816,901487,119557,0.1326219901,1.719167928,1964918.297,778371.81,0.6038655596,900308,1952682.92,777411.96,0.6018749629,1.001309552,,,,,,Segment,Paper Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179282.46,159239.46,0.1117956547,55332,20848,0.3767801634,7.638116846,479397.9731,216138.84,0.5491452777,63876,456057.24,234375.72,0.486082668,0.8662408416,,,,,,Segment,Plush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10959.04,9240.84,0.1567838059,10276,3796,0.3694044375,2.434362487,31041.24,12726,0.5900292643,10252,24829.48,12690,0.4889139845,1.002341007,,,,,,Segment,Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2657489.08,2353277.51,0.1144733095,2233032,575089,0.2575372856,4.092023165,8890271.372,3816280.42,0.570735216,2262271,8154490.09,3886598.55,0.5233793276,0.9870753769,,,,,,Segment,Total ADUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024 Halloween Harvest,,,,,,,,,,,,,,,,,,,,Segment,Ahold Brands - Total HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Sales,Net Sales,Avg Disc,Units Shipped,Units Sold,Sell Thru%,Avg Price,Retail Buy,Spend,GP %,Units Ordered,Retail Buy - Order,Spend - Order,GP % - Order,% Order Shipped,,,,,,Segment,Segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12163.62,10512.82,0.1357161766,12252,1519,0.1239797584,6.920882159,85488.39485,36552.36,0.5724289822,12304,70080.96,36655.32,0.4769575074,0.9957737321,,,,,,Segment,Costumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,996350.54,882320.59,0.114447622,446648,176183,0.394456037,5.007978011,2568973.847,1121324.62,0.5635126371,456277,2277232.23,1149180.71,0.495360774,0.9788965913,,,,,,Segment,Décor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,711507.17,627791.68,0.1176593765,350234,129146,0.368742041,4.86110046,1939298.592,809308.86,0.5826796022,349616,1649794.24,808358.82,0.5100244622,1.001767654,,,,,,Segment,Housewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,222869.59,191642.57,0.1401134179,266217,59422,0.223208886,3.225111407,1010643.406,438297.29,0.5663185579,274766,896675.54,455946.08,0.4915149799,0.9688862523,,,,,,Segment,Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,246919.2,195092.09,0.2098950183,843029,113658,0.1348209848,1.716483574,1838227.297,716535.51,0.6102029868,841710,1806462.9,715342.14,0.6040095039,1.001567048,,,,,,Segment,Paper Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,172879.62,152836.62,0.1159361641,53172,19931,0.3748401414,7.668286589,464314.0351,208233.24,0.5515249933,57144,420280.56,216730.2,0.4843201884,0.9304913902,,,,,,Segment,Plush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
