2024 Halloween Harvest Sell Through by Brand,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,_sheet,Halloween Harvest Sell Through by Segment - 2024 MSS Items,Halloween Harvest Performance by Item - 2024 MSS Items,Unnamed: 0,2024 Halloween Harvest Sell Thru by Item,2024 Halloween Harvest Sell Thru by Vendor,Encore Halloween Harvest 2024 Items,All ,635222,868061,498786,260202,0,2262271,2231407.78,3155883.59,1758064.54,1009134.18,0.1,8154490.09,1059357.44,1501089.85,834455.98,491695.28,0.2,3886598.55,Unnamed: 26,Unnamed: 27,Unnamed: 28,Encore Hollaween Harvest 2024 (Actual Sales from Ahold),Unnamed: 21,Unnamed: 22,Unnamed: 23,2024 Halloween Harvest Sales,Unnamed: 24
,00081044702061,HAL PROJECTOR FLSHLIGHT,Novelty,Halloween,23547.84999999998,21434.249999999985,8295,2965,0.3574442435201929,0.0897576636508215,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768300,HAL Mrqe Dcr Pmp N Ghst,Décor,Halloween,21448.520000000004,19798.02000000001,9300,5106,0.5490322580645162,0.07695169643406596,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702921,HAL SPOOKY NECKLACE,Novelty,Halloween,22037.529999999984,19105.52999999999,24642,3897,0.1581446311176041,0.13304576329561413,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702056,HAL SPOOKY SQUEEZERS,Novelty,Halloween,13402.589999999967,12335.389999999987,4224,2456,0.5814393939393939,0.07962640056884407,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702922,Hal L/U  Table Show,Décor,Halloween,11990.889999999994,11490.489999999994,4104,1561,0.3803606237816764,0.041731681301387935,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702462,HAL Light Up Spider,Décor,Halloween,11707.729999999998,10332.229999999998,9888,2600,0.26294498381877024,0.11748648115390437,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702232,HAL FUN FLASHER WRSTBND,Novelty,Halloween,11243.289999999997,10233.389999999998,13224,3371,0.2549153055051422,0.08982246299793029,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702199,Hal 2Pk Led Tea Lights,Décor,Halloween,10572.789999999986,9411.259999999995,14928,3641,0.24390407288317256,0.10986031123289053,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702353,HAL 9 LED Promo Flshlt,Novelty,Halloween,10198.509999999998,6414.399999999999,1872,3138,1.6762820512820513,0.37104537819740335,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00085287900219,HAL FLASH NECKLACE,Novelty,Halloween,5840.719999999999,5125.919999999998,8540,1048,0.12271662763466042,0.12238217206097901,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768165,HAL Spky Table Lanterns,Décor,Halloween,5452.7099999999955,4665.910000000002,1848,408,0.22077922077922077,0.14429522200887168,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702777,HAL LED HEADBAND,Novelty,Halloween,3529.480000000003,3107.88,4620,632,0.1367965367965368,0.11945102394687113,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768301,HAL Mrqe Dcr Skll N Bat,Décor,Halloween,3230.2600000000025,2899.2600000000025,2148,744,0.3463687150837989,0.10246853194479688,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768302,HAL Char Spinners,Novelty,Halloween,3270.5399999999995,2646.5399999999995,900,546,0.6066666666666667,0.19079418077748633,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768334,HAL 2pk Glow Sticks,Novelty,Halloween,2735.37,2578.170000000001,6400,1293,0.20203125,0.05746937343028513,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768333,HAL Spray Wand,Novelty,Halloween,2525.6599999999994,2364.2600000000007,5120,1184,0.23125,0.06390408843628947,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768277,HAL DOD Tummy Sqzbls,Plush,Halloween,2804.39,2284.9900000000002,912,401,0.43969298245614036,0.18520961777784106,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702907,"HAL 5"" Witch Hat Hdbnds",Costumes,Halloween,2267.0600000000013,2208.0600000000013,2172,244,0.11233885819521179,0.02602489567986732,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768175,HAL Spdr Wb LED Prj Bkt,Novelty,Halloween,2011.280000000001,1673.2799999999995,2448,292,0.119281045751634,0.1680521856728061,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768106,HAL Solar Mn Hntd Lntrn,Décor,Halloween,1659.9599999999994,1470.3600000000004,1200,244,0.20333333333333334,0.11421961974987294,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768321,HAL Bat LED Prj Bkt,Novelty,Halloween,1572.7200000000014,1302.3199999999993,2448,228,0.09313725490196079,0.17193143089679153,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768363,HAL Glow Mask Cat,Novelty,Halloween,1394.6100000000001,1218.210000000001,1764,609,0.34523809523809523,0.12648697485318416,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768320,HAL Witch LED Prj Bkt,Novelty,Halloween,1403.360000000001,1171.5599999999997,2448,204,0.08333333333333333,0.16517500855090717,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768278,HAL DOD LED Spdr,Novelty,Halloween,1268.8099999999995,1114.4100000000003,808,219,0.27103960396039606,0.12168882653825175,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768332,HAL Pumpkin Stick,Novelty,Halloween,1127.4100000000012,1056.0100000000014,1280,529,0.41328125,0.06333099759626026,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768362,HAL Glow Mask Skull,Novelty,Halloween,1074.0100000000002,941.7100000000007,1764,469,0.26587301587301587,0.12318321058463089,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702923,HAL FLASHING NECKLACE,Novelty,Halloween,1050.63,911.0300000000002,2310,187,0.08095238095238096,0.13287265735796605,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768364,HAL Glow Mask Pumpkin,Novelty,Halloween,901.1100000000002,790.4100000000008,1764,394,0.2233560090702948,0.12284848686619776,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081044702630,HAL Flashing Candy Bowl,Novelty,Halloween,813.8600000000002,730.8600000000002,2280,104,0.0456140350877193,0.10198314206374559,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768279,HAL DOD LED Headband,Novelty,Halloween,474.78000000000026,414.7800000000001,808,82,0.10148514851485149,0.12637432073802635,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768281,HAL DOD LED Ncklce Ptnd,Novelty,Halloween,382.14000000000016,335.7400000000001,1818,66,0.036303630363036306,0.12142146857172764,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768280,HAL DOD LED Decorations,Novelty,Halloween,312.66,272.66000000000014,808,54,0.06683168316831684,0.1279344975372605,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768283,HAL DOD LED Spnnr,Novelty,Halloween,306.8700000000001,265.27000000000004,606,53,0.08745874587458746,0.13556229022061483,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00081006768282,HAL DOD LED Skl L Strng,Novelty,Halloween,220.02000000000004,193.61999999999998,404,38,0.09405940594059406,0.11998909190073659,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,213460.67999999988,189023.53999999992,165843,44386,0.26763867030866545,0.11448075589377904,,,,,,,,,,,Pivot_Vendor,,,,,Shawshank Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00071614812355,Hal 17oz LD Sk Str Tmbl,Housewares,Halloween,7158.429999999998,6761.829999999997,3708,1077,0.290453074433657,0.05540320992172876,,,,,,,,,,,Pivot_Vendor,,,,,Supreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00071614831012,Hal Glow Spider,Novelty,Halloween,978.45,842.8500000000004,4944,848,0.1715210355987055,0.1385865399356121,,,,,,,,,,,Pivot_Vendor,,,,,Supreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8136.879999999997,7604.679999999998,8652,1925,0.22249190938511326,0.06540590496603116,,,,,,,,,,,Pivot_Vendor,,,,,Supreme Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020527,SL Hal Cndy Cn Plsh Pls,Plush,Halloween,17565.859999999986,14987.659999999993,7908,3694,0.4671219018715225,0.1467733432920446,,,,,,,,,,,Pivot_Vendor,,,,,Tom's Toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020528,SL Hal Roly Plush,Plush,Halloween,9742.089999999995,8851.089999999997,5232,1806,0.3451834862385321,0.09145881427907143,,,,,,,,,,,Pivot_Vendor,,,,,Tom's Toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020522,SL Hal D of the dead Ct,Plush,Halloween,4627.349999999994,4161.349999999997,1824,515,0.28234649122807015,0.10070558743125069,,,,,,,,,,,Pivot_Vendor,,,,,Tom's Toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020523,SL Hal D of the dead Br,Plush,Halloween,2093.6300000000015,1915.630000000001,1500,237,0.158,0.08501979814962546,,,,,,,,,,,Pivot_Vendor,,,,,Tom's Toy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,34028.92999999997,29915.72999999999,16464,6252,0.37973760932944606,0.1208736213568864,,,,,,,,,,,Pivot_Vendor,,,,,Tom's Toy Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00084054516343,HAL Bag with Mrkrs,Novelty,Halloween,8559.959999999992,7462.259999999992,7140,2604,0.36470588235294116,0.12823658054476905,,,,,,,,,,,Pivot_Vendor,,,,,Triland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00084054516344,HAL 10ct Spider Doilies,Housewares,Halloween,1531.6399999999999,1364.5400000000018,2484,661,0.26610305958132047,0.10909874383014162,,,,,,,,,,,Pivot_Vendor,,,,,Triland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10091.599999999991,8826.799999999994,9624,3265,0.33925602660016624,0.12533195925324014,,,,,,,,,,,Pivot_Vendor,,,,,Triland Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020600,SL Har 40oz SS Tumbler ,Housewares,Harvest,6041.449999999993,5617.449999999994,2976,357,0.11995967741935484,0.07018182721035504,,,,,,,,,,,Pivot_Vendor,,,,,Yekea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6041.449999999993,5617.449999999994,2976,357,0.11995967741935484,0.07018182721035504,,,,,,,,,,,Pivot_Vendor,,,,,Yekea Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020488, SL Hal Jack O Lntrn Lt,Décor,Halloween,24917.289999999986,21606.88999999998,7980,4231,0.5302005012531328,0.13285553926610827,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020485,SL Hal Stnd Chrctr Dcr,Décor,Halloween,19714.219999999972,17444.219999999976,5424,1728,0.3185840707964602,0.11514531135393635,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020580,SL Har LU Mshroom Décor,Décor,Harvest,15146.899999999992,13354.899999999992,4788,1310,0.27360066833751046,0.11830803662795697,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020490,SL Hal LU Cer Ghosts,Décor,Halloween,14268.049999999992,13093.049999999996,2706,1845,0.6818181818181818,0.08235182803536556,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020574,SL Har LED Cndl Pmp Dcr,Décor,Harvest,14493.359999999991,12448.959999999997,1592,805,0.5056532663316583,0.1410576981459093,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020487, SL Hal LU Cr Jk O Lntn,Décor,Halloween,13175.239999999994,11842.339999999993,4176,2301,0.5510057471264368,0.10116703756440126,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020583,SL Har LU Stkd Pmpkn Dc,Décor,Harvest,11143.719999999994,9547.719999999994,1180,608,0.5152542372881356,0.1432196788864043,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020481,SL Hal Drctnl Broom Dcr,Décor,Halloween,10030.839999999991,8788.839999999997,2358,1016,0.4308736217133164,0.12381814484130893,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020581,SL Har LU Pumpkin Décor,Décor,Harvest,7310.769999999988,6767.36999999999,3600,623,0.17305555555555555,0.07432869588292323,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020559,SL Har Wd Pmpkn Crte Dc,Décor,Harvest,6876.699999999991,6325.499999999997,2032,1050,0.5167322834645669,0.08015472537699686,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020489,SL Hal Cer pmpkn W Lts,Décor,Halloween,6078.240000000002,5344.740000000002,1716,876,0.5104895104895105,0.12067638000473824,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020479,SL Hal Hntd Hse tbl dcr,Décor,Halloween,5893.84,5247.34,2040,866,0.4245098039215686,0.1096907958139346,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020575,SL Har Flral in Planter,Décor,Harvest,5801.93,5074.23,1620,682,0.42098765432098767,0.12542378139688015,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020478,SL Hal Boo EEK Scne Dcr,Décor,Halloween,3770.1100000000015,3453.71,1960,589,0.30051020408163265,0.08392328075308186,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020470,SL Hal Prnted Candy Bwl,Housewares,Halloween,2924.9900000000016,2526.4900000000016,5904,1201,0.20342140921409213,0.13623978201634868,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,00004152020562,SL Har Mtl Pmpkn Dcr,Décor,Harvest,2298.920000000002,1998.1200000000003,2280,308,0.13508771929824562,0.13084404850973552,,,,,,,,,,,Pivot_Vendor,,,,,Zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,163845.1199999999,144864.41999999993,51356,20039,0.3901978347223304,0.1158453788553484,,,,,,,,,,,Pivot_Vendor,,,,,Zest Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2657489.0799999987,2353277.509999998,2233032,575089,0.25753728562779216,0.11447330951967616,,,,,,,,,,,Pivot_Vendor,,,,,Grand Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,MSS_Item,,,,,,,Halloween,276454,398507,239262,147412,0,1061635,1051497.46,1607006.13,887286.78,527811.08,0,4073601.45,522207.58,793295.03,433342.54,259488.04,0,2008333.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,MSS_Item,,,,,,,Harvest,358768,469554,259524,112790,0,1200636,1179910.32,1548877.46,870777.76,481323.1,0,4080888.64,537149.86,707794.82,401113.44,232207.24,0,1878265.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,MSS_Item,,,,,,335,SKU Count,239,265,236,136,0,335,,,,,,,,,,,,,,,,,,,,,
,UPC Desc,Segment,Program,Season,,,,,,,,Price to Ahold,Retail,,,,,,,,MSS_Item,,,,,,UPC,Vendor,GM Units Ordered,SS Units Ordered,GF Units Ordered,HRD Units Ordered,PP Units Ordered,Total Units Ordered,GM Retail$,SS Retail$,GF Retail$,HRD Retail$,FL Retail$,Total Retail$,GM Spend$,SS Spend$,GF Spend$,HRD Spend$,FL Spend$,Total Spend$,Subcat,Sourcing Type,Note,,,,,,
,SL Har 20C LD Strng Lts,Décor,Harvest,Halloween Harvest 2024,,,,,,,,2.89,5.99,,,,,,,,MSS_Item,,,,,,00004152019408,Decra Lite,1872,0,1200,3792,0,6864,11213.28,0,7188,22714.08,0,41115.36,5410.08,0,3468,10958.88,0,19836.96,Candle & Lights,Import,,,,,,,
,SL Har 6x12 Scrcrw clng,Décor,Harvest,Halloween Harvest 2024,,,,,,,,0.75,1.49,,,,,,,,MSS_Item,,,,,,00004152019416,Mello Smello,1020,1938,852,678,0,4488,1519.8,2887.62,1269.48,1010.22,0,6687.12,765,1453.5,639,508.5,0,3366,Window Décor,Import,,,,,,,
,SL Har 6x12 Gl Clng Kit,Décor,Harvest,Halloween Harvest 2024,,,,,,,,0.75,1.49,,,,,,,,MSS_Item,,,,,,00004152019417,Mello Smello,1020,1938,852,678,0,4488,1519.8,2887.62,1269.48,1010.22,0,6687.12,765,1453.5,639,508.5,0,3366,Window Décor,Import,,,,,,,
,SL Har 12x12 Pm Gl Clng,Décor,Harvest,Halloween Harvest 2024,,,,,,,,1.81,3.49,,,,,,,,MSS_Item,,,,,,00004152019421,Mello Smello,2700,2796,1302,2016,0,8814,9423,9758.04,4543.98,7035.84,0,30760.86,4887,5060.76,2356.62,3648.96,0,15953.34,Window Décor,Import,,,,,,,
,SL Har 12x12 Tk Gl Clng,Décor,Harvest,Halloween Harvest 2024,,,,,,,,1.81,3.49,,,,,,,,MSS_Item,,,,,,00004152019422,Mello Smello,2700,2796,1302,2016,0,8814,9423,9758.04,4543.98,7035.84,0,30760.86,4887,5060.76,2356.62,3648.96,0,15953.34,Window Décor,Import,,,,,,,
,SL Har FL Mel Serv Bowl,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,3.21,6.49,,,,,,,,MSS_Item,,,,,,00004152020535,Max Union,3138,1842,1452,1656,0,8088,20365.62,11954.58,9423.48,10747.44,0,52491.12,10072.98,5912.82,4660.92,5315.76,0,25962.48,Serve Ware,Import,,,,,,,
,SL Har FL Mel Rct Plttr,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,2.01,3.99,,,,,,,,MSS_Item,,,,,,00004152020536,Max Union,1056,3060,0,0,0,4116,4213.44,12209.4,0,0,0,16422.84,2122.56,6150.6,0,0,0,8273.16,Tabletop,Import,,,,,,,
,SL Har FL Kids Tumbler,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,1.17,2.49,,,,,,,,MSS_Item,,,,,,00004152020537,Max Union,2748,5976,2640,4872,0,16236,6842.52,14880.24,6573.6,12131.28,0,40427.64,3215.16,6991.92,3088.8,5700.24,0,18996.12,Beverage and Hydration,Import,,,,,,,
,SL Har FL Kids Mel Bowl,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,1,2.49,,,,,,,,MSS_Item,,,,,,00004152020538,Max Union,3264,3732,2736,0,0,9732,8127.36,9292.68,6812.64,0,0,24232.68,3264,3732,2736,0,0,9732,Tabletop,Import,,,,,,,
,SL Har FL Kids Mel Plte,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,1.05,2.49,,,,,,,,MSS_Item,,,,,,00004152020539,Max Union,3324,3696,2868,4416,0,14304,8276.76,9203.04,7141.32,10995.84,0,35616.96,3490.2,3880.8,3011.4,4636.8,0,15019.2,Tabletop,Import,,,,,,,
,SL Har Kds Mel Dv Plte,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,1.32,2.99,,,,,,,,MSS_Item,,,,,,00004152020540,Max Union,4968,6108,3696,4944,0,19716,14854.32,18262.92,11051.04,14782.56,0,58950.84,6557.76,8062.56,4878.72,6526.08,0,26025.12,Tabletop,Import,,,,,,,
,SL Har Kds Mel Shpe Plt,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,1.83,3.49,,,,,,,,MSS_Item,,,,,,00004152020541,Max Union,1164,1800,1956,1212,0,6132,4062.36,6282,6826.44,4229.88,0,21400.68,2130.12,3294,3579.48,2217.96,0,11221.56,Tabletop,Import,,,,,,,
,SL Har 10Oz Kds Str Tmb,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,2.57,5.49,,,,,,,,MSS_Item,,,,,,00004152020542,FCG,2736,3276,1752,3288,0,11052,15020.64,17985.24,9618.48,18051.12,0,60675.48,7031.52,8419.32,4502.64,8450.16,0,28403.64,Beverage and Hydration,Import,,,,,,,
,SL Har Cer Wd Anml Mug,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,3.47,7.49,,,,,,,,MSS_Item,,,,,,00004152020543,Cheer Billion,1824,1764,1296,0,0,4884,13661.76,13212.36,9707.04,0,0,36581.16,6329.28,6121.08,4497.12,0,0,16947.48,Beverage and Hydration,Import,,,,,,,
,SL Har Lf N Acn Plcmt,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,1.29,2.49,,,,,,,,MSS_Item,,,,,,00004152020544,Gibo,2376,0,3144,0,0,5520,5916.24,0,7828.56,0,0,13744.8,3065.04,0,4055.76,0,0,7120.8,Textiles,Import,,,,,,,
,SL Har Wd Anmal Plush,Plush,Harvest,Halloween Harvest 2024,,,,,,,,4.19,7.99,,,,,,,,MSS_Item,,,,,,00004152020545,Dan Dee,1680,1800,1620,0,0,5100,13423.2,14382,12943.8,0,0,40749,7039.2,7542,6787.8,0,0,21369,Medium Plush,Import,,,,,,,
,SL Har Wdland Icon Plsh,Plush,Harvest,Halloween Harvest 2024,,,,,,,,4.19,7.99,,,,,,,,MSS_Item,,,,,,00004152020546,Dan Dee,900,1800,1200,0,0,3900,7191,14382,9588,0,0,31161,3771,7542,5028,0,0,16341,Medium Plush,Import,,,,,,,
,SL Har Sft Plsh Pls Ast,Plush,Harvest,Halloween Harvest 2024,,,,,,,,4.22,7.99,,,,,,,,MSS_Item,,,,,,00004152020547,Dan Dee,1752,2844,756,0,0,5352,13998.48,22723.56,6040.44,0,0,42762.48,7393.44,12001.68,3190.32,0,0,22585.44,Medium Plush,Import,,,,,,,
,SL Har Bmb Fb Kd Dnr St,Housewares,Harvest,Halloween Harvest 2024,,,,,,,,6.3,11.99,,,,,,,,MSS_Item,,,,,,00004152020548,Free Free,0,2144,0,0,0,2144,0,25706.56,0,0,0,25706.56,0,13507.2,0,0,0,13507.2,Tabletop,Import,,,,,,,
,SL Har LED Pmpkin Décor,Décor,Harvest,Halloween Harvest 2024,,,,,,,,5.2,9.99,,,,,,,,MSS_Item,,,,,,00004152020549,Gibo,864,882,0,0,0,1746,8631.36,8811.18,0,0,0,17442.54,4492.8,4586.4,0,0,0,9079.2,Table and Mantle Décor,Import,,,,,,,
,SL Har Wood Icon Décor,Décor,Harvest,Halloween Harvest 2024,,,,,,,,1.53,2.99,,,,,,,,MSS_Item,,,,,,00004152020550,Gibo,1020,0,1740,0,0,2760,3049.8,0,5202.6,0,0,8252.4,1560.6,0,2662.2,0,0,4222.8,Table and Mantle Décor,Import,,,,,,,
,SL Har Wd Animal Décor,Décor,Harvest,Halloween Harvest 2024,,,,,,,,1.53,2.99,,,,,,,,MSS_Item,,,,,,00004152020551,Dan Dee,2304,5424,2832,3816,0,14376,6888.96,16217.76,8467.68,11409.84,0,42984.24,3525.12,8298.72,4332.96,5838.48,0,21995.28,Table and Mantle Décor,Import,,,,,,,
,SL Har Wood Icon Décor,Décor,Harvest,Halloween Harvest 2024,,,,,,,,1.47,2.99,,,,,,,,MSS_Item,,,,,,00004152020552,Dan Dee,3312,0,3432,0,0,6744,9902.88,0,10261.68,0,0,20164.56,4868.64,0,5045.04,0,0,9913.68,Table and Mantle Décor,Import,,,,,,,
,SL Har Wood Acorn Décor,Décor,Harvest,Halloween Harvest 2024,,,,,,,,2.3,4.49,,,,,,,,MSS_Item,,,,,,00004152020553,Gibo,0,1800,0,1284,0,3084,0,8082,0,5765.16,0,13847.16,0,4140,0,2953.2,0,7093.2,Table and Mantle Décor,Import,,,,,,,
,SL Har Wd Pmpkn Brlp Bw,Décor,Harvest,Halloween Harvest 2024,,,,,,,,2.3,4.49,,,,,,,,MSS_Item,,,,,,00004152020554,Gibo,2196,0,1248,1104,0,4548,9860.04,0,5603.52,4956.96,0,20420.52,5050.8,0,2870.4,2539.2,0,10460.4,Table and Mantle Décor,Import,,,,,,,
,SL Har Geo Pmpkin Décor,Décor,Harvest,Halloween Harvest 2024,,,,,,,,2.36,4.49,,,,,,,,MSS_Item,,,,,,00004152020555,Dan Dee,2416,6224,1216,0,0,9856,10847.84,27945.76,5459.84,0,0,44253.44,5701.76,14688.64,2869.76,0,0,23260.16,Table and Mantle Décor,Import,,,,,,,
,SL Har Mtl Slt Pmpkn Dc,Décor,Harvest,Halloween Harvest 2024,,,,,,,,2.87,5.99,,,,,,,,MSS_Item,,,,,,00004152020556,Gibo,2220,3168,1488,0,0,6876,13297.8,18976.32,8913.12,0,0,41187.24,6371.4,9092.16,4270.56,0,0,19734.12,Table and Mantle Décor,Import,,,,,,,
